timestamp,open,high,low,close,volume
2021-01-01 00:00:00+00:00,451.73669216926066,452.4258530398039,450.900979639423,451.73669216926066,79415573.53227067
2021-01-02 00:00:00+00:00,451.73669216926066,449.28492705772595,446.4804866939069,446.82170530179724,63167295.968494594
2021-01-03 00:00:00+00:00,446.82170530179724,451.97986952203996,449.2626614093134,450.7507872551535,73731653.81438786
2021-01-04 00:00:00+00:00,450.7507872551535,457.3160964049859,453.7387894602072,455.6663351471206,99264438.61781572
2021-01-05 00:00:00+00:00,455.6663351471206,448.8505346875603,446.02711921697363,446.2143462002826,64305168.16481472
2021-01-06 00:00:00+00:00,446.2143462002826,441.0429777770693,438.8179109436403,440.0883309205739,56550806.173686095
2021-01-07 00:00:00+00:00,440.0883309205739,443.0793155232249,438.85865382216457,440.9280469499555,112162013.07592857
2021-01-08 00:00:00+00:00,440.9280469499555,440.45646384652514,437.6436492123874,439.6166225776564,103494724.47060817
2021-01-09 00:00:00+00:00,439.6166225776564,441.8639558209319,437.6046101544773,439.75520597836794,63985645.14606928
2021-01-10 00:00:00+00:00,439.75520597836794,437.4369854022654,434.69371167290234,435.8659486456931,70461808.04009941
2021-01-11 00:00:00+00:00,435.8659486456931,440.8944078904471,438.1549498032154,440.32280980461377,118044912.399162
2021-01-12 00:00:00+00:00,440.32280980461377,445.43213640224815,443.6865147058063,444.32835520266207,99572914.0731382
2021-01-13 00:00:00+00:00,444.32835520266207,445.72143227644926,443.91049552407776,444.87358605414187,92736540.29496774
2021-01-14 00:00:00+00:00,444.87358605414187,450.860671490178,450.17262716544946,450.6494744524261,71533993.97968912
2021-01-15 00:00:00+00:00,450.6494744524261,453.28062465915446,451.9283154904852,453.1994980421542,70938760.09165657
2021-01-16 00:00:00+00:00,453.1994980421542,450.09421096139596,448.1038767106517,449.16046387987296,52766653.308316134
2021-01-17 00:00:00+00:00,449.16046387987296,451.26315495036056,450.5593696845045,451.2116243778283,100993730.6831352
2021-01-18 00:00:00+00:00,451.2116243778283,447.14422268913796,444.68575599244133,446.70068172436504,53022265.75398192
2021-01-19 00:00:00+00:00,446.70068172436504,453.22712025913927,450.4138613284858,451.26362712495313,50340013.64440953
2021-01-20 00:00:00+00:00,451.26362712495313,453.1585528800398,450.5028285599064,451.2414322598766,101064656.15026854
2021-01-21 00:00:00+00:00,451.2414322598766,452.54659445024015,450.19615431160446,450.54999013524537,116421163.00043878
2021-01-22 00:00:00+00:00,450.54999013524537,448.26291430547803,446.23352307457105,447.41152639909257,102955213.34091173
2021-01-23 00:00:00+00:00,447.41152639909257,456.11851424255747,452.87100355594237,453.6957260995192,83014813.3437065
2021-01-24 00:00:00+00:00,453.6957260995192,454.7662693007513,452.1476776869033,453.1516973759944,84023167.46926111
2021-01-25 00:00:00+00:00,453.1516973759944,451.5884284438139,450.60825558607667,451.2472142300173,80529549.58543737
2021-01-26 00:00:00+00:00,451.2472142300173,450.1153159094433,447.66823838313394,449.7275104944753,72725056.69772336
2021-01-27 00:00:00+00:00,449.7275104944753,454.4769593162684,450.0693228188276,452.5948109539227,86519994.99300882
2021-01-28 00:00:00+00:00,452.5948109539227,455.11688610044894,453.28682368870363,454.6451174027222,80180566.99987805
2021-01-29 00:00:00+00:00,454.6451174027222,458.3331607832398,455.17946047549356,456.94233969939984,91871751.60285422
