timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,30146.336925347194,30165.18336874857,30128.656322683826,30146.336925347194,126.93823663330039
2024-01-01 01:00:00+00:00,30146.336925347194,29740.809577785873,29677.05785717691,29728.42453848951,62.54080774609656
2024-01-01 02:00:00+00:00,29728.42453848951,30180.651685265195,30026.288791866355,30060.43814897,91.11013980435828
2024-01-01 03:00:00+00:00,30060.43814897,30532.680989007415,30462.683505009565,30477.169613650738,198.85747641409085
2024-01-01 04:00:00+00:00,30477.169613650738,29777.331736323948,29612.989671558782,29673.766522692473,155.69577783952315
2024-01-01 05:00:00+00:00,29673.766522692473,29211.442683698588,29135.87137778211,29155.187632002035,57.59999439243055
2024-01-01 06:00:00+00:00,29155.187632002035,29332.768421549245,29155.911323276843,29224.945016461166,117.30300778876939
2024-01-01 07:00:00+00:00,29224.945016461166,29123.5232171059,29093.541601907342,29113.303354974407,75.74562689432739
2024-01-01 08:00:00+00:00,29113.303354974407,29137.208099173327,29039.62965533942,29123.925353504153,68.4416984603182
2024-01-01 09:00:00+00:00,29123.925353504153,28902.526995885826,28772.962004303015,28795.450286101932,138.0598120023203
2024-01-01 10:00:00+00:00,28795.450286101932,29280.207577511068,29065.078084956924,29169.655395058388,125.84838344603236
2024-01-01 11:00:00+00:00,29169.655395058388,29543.86580427214,29503.62727635183,29506.720685003907,161.42998764732624
2024-01-01 12:00:00+00:00,29506.720685003907,29593.71886664757,29490.032195153995,29551.735910866548,183.84593423477895
2024-01-01 13:00:00+00:00,29551.735910866548,30094.186967952337,30001.35731261084,30039.820871920758,87.00227861474929
2024-01-01 14:00:00+00:00,30039.820871920758,30305.592226481935,30227.988994103056,30255.227960486514,188.44879799830954
2024-01-01 15:00:00+00:00,30255.227960486514,29934.114772257257,29854.95156251483,29911.37671606664,127.69876588311432
2024-01-01 16:00:00+00:00,29911.37671606664,30192.346693418338,29982.9128669312,30084.23893460474,88.82523772776757
2024-01-01 17:00:00+00:00,30084.23893460474,29730.985125546766,29592.15308442359,29700.891279511437,176.8678757153914
2024-01-01 18:00:00+00:00,29700.891279511437,30171.34029127659,30049.968966202505,30086.463680346587,55.329487704353376
